Date,SPY,LQD,IEF,regime
2003-01-31,-0.05501261121255663,0.013696783284197211,0.008256678982744736,contraction
2003-02-28,-0.013478912561816436,0.01979728726571217,0.02203924052276074,contraction
2003-03-31,0.0021400295752700416,0.001208951301314487,-0.00380020272660897,contraction
2003-04-30,0.08461115026112975,0.023576755331591537,0.0013795939869849505,recovery
2003-05-31,0.05483631971636127,0.03905254721670337,0.03790904347608781,recovery
2003-06-30,0.010651960018568607,-0.0018016031643679487,-0.006916049396177293,recovery
2003-07-31,0.018027202389631514,-0.05806031197905215,-0.05020125135806264,recovery
2003-08-31,0.02062606939908984,0.014506930203276314,0.00710118624441991,recovery
2003-09-30,-0.010906791384492576,0.04537542792306559,0.049753890914888466,recovery
2003-10-31,0.05352692713478446,-0.012630144352381634,-0.014663510365866328,expansion
2003-11-30,0.010921444747808762,0.003072214134528295,0.0002254106809218559,expansion
2003-12-31,0.05031272745320359,0.02571835508950726,0.02040080929237731,expansion
2004-01-31,0.01977017588506702,0.012210149756722632,0.010154388842608109,expansion
2004-02-29,0.013570570263965687,0.015069552886060489,0.016118907693172257,expansion
2004-03-31,-0.013245816315382242,0.009891370467304927,0.012969687937296914,expansion
2004-04-30,-0.01892116886379036,-0.03887671390677572,-0.04346271089783349,expansion
2004-05-31,0.017123775935167007,-0.005231511652215803,-0.005310140040565958,expansion
2004-06-30,0.018501036540830018,0.0012640085356008246,0.006532731126122737,expansion
2004-07-31,-0.03221861624570799,0.015624590060130172,0.012117125642724158,expansion
2004-08-31,0.002435703884192675,0.030809646760241005,0.028296946254450006,expansion
2004-09-30,0.010037114286337356,0.0031139600463312433,0.003224383817010512,expansion
2004-10-31,0.012884421157606907,0.011829898612277123,0.009892254962068137,expansion
2004-11-30,0.04451774895700944,-0.012199518425771494,-0.019779127325111667,expansion
2004-12-31,0.030121163247670335,0.013910019799936002,0.011673575667794811,expansion
2005-01-31,-0.022421091938902737,0.0122847103161563,0.008710956663496638,expansion
2005-02-28,0.020904215248445768,-0.009363341084518528,-0.013684270461487125,expansion
2005-03-31,-0.018292822169413747,-0.012622329393450649,-0.004034791264150406,expansion
2005-04-30,-0.018735406881190797,0.016215794312603782,0.025165276572873596,expansion
2005-05-31,0.03222461534177823,0.0062274488130851235,0.018382450050064447,expansion
2005-06-30,0.001515259355224785,0.012198376077573014,0.00478401416123142,expansion
2005-07-31,0.038261490385604224,-0.008265277271429228,-0.02186983209885085,expansion
2005-08-31,-0.009374725847089982,0.015031437070057274,0.02000492575104329,expansion
2005-09-30,0.008025440628212532,-0.0186091234720005,-0.01752253565742068,expansion
2005-10-31,-0.023650827684620235,-0.0158167129314446,-0.012392522010185592,slowdown
2005-11-30,0.04395259149737085,0.0065682464810530305,0.006253760998330193,expansion
2005-12-31,-0.0019138294542541123,0.008609187698702003,0.013658701973186194,expansion
2006-01-31,0.024014378569698902,-0.004363580022324398,-0.00703071899026797,expansion
2006-02-28,0.005725265603172325,0.006824638208685618,-0.0010359364423571105,expansion
2006-03-31,0.01650394485455009,-0.01683337421976283,-0.013579006840182428,expansion
2006-04-30,0.012632037146428576,-0.002021602775176712,-0.006271973551982835,expansion
2006-05-31,-0.030120981494817678,-0.0019005768069326745,-0.0010675131006692151,slowdown
2006-06-30,0.0026081532331769797,-0.0008596071767006386,0.0022954490881450518,slowdown
2006-07-31,0.00447822363433148,0.014589609579051865,0.016773573987842072,slowdown
2006-08-31,0.02182262948021263,0.022255037850440917,0.017635702128984132,expansion
2006-09-30,0.027001648709163772,0.008724792563483241,0.012076005036140813,expansion
2006-10-31,0.03151637929473927,0.010014114460214607,0.005384667682714284,expansion
2006-11-30,0.019885316246223805,0.014613289851233446,0.013114389769827817,expansion
2006-12-31,0.01337123852080735,-0.008961138340007113,-0.012757312499417472,expansion
2007-01-31,0.015040384182585242,0.000937262200060518,-0.004002118326626891,expansion
2007-02-28,-0.01961724731232961,0.020005320429112183,0.02054956659507301,slowdown
2007-03-31,0.011588668860440299,-0.006750276184907866,-0.0013814993271509257,slowdown
2007-04-30,0.04429558899521857,0.008916779832180977,0.006064803768905946,slowdown
2007-05-31,0.033920380097206326,-0.01230849783806054,-0.013934075014558456,slowdown
2007-06-30,-0.014620083184495591,-0.008099661963855809,-0.004676971723262202,slowdown
2007-07-31,-0.03131097715731612,-0.008241741514209311,0.022567949436879342,slowdown
2007-08-31,0.01283307278944168,0.023861884682790713,0.02263023700387068,slowdown
2007-09-30,0.038714467926865614,0.007333729990320226,0.0008827972698979281,slowdown
2007-10-31,0.01356625034541814,0.009647300566394623,0.010769956599427921,slowdown
2007-11-30,-0.03873219881361012,0.010195046619289272,0.04047652816494063,slowdown
2007-12-31,-0.011260879408987123,-0.00803364493752412,0.0005044537802583182,slowdown
2008-01-31,-0.06046146092178284,0.025657738992609147,0.033560013906538844,slowdown
2008-02-29,-0.02584188907370044,-0.007063238238141145,0.012392339549016862,slowdown
2008-03-31,-0.008942708733559845,-0.005971544771915971,0.013372877996058907,slowdown
2008-04-30,0.047662376501252046,0.012446941894027397,-0.02417366134262211,slowdown
2008-05-31,0.015116552148348728,-0.022050947480989125,-0.017773695847373316,expansion
2008-06-30,-0.08357607010554657,-0.012918372204638984,0.011458339732901779,slowdown
2008-07-31,-0.008985536134985872,0.0039024453475573484,0.007205875198140976,contraction
2008-08-31,0.01545356746810378,0.0014472871336475013,0.015266051407635262,contraction
2008-09-30,-0.09417362453202327,-0.10730455450261345,-0.0014032311619011084,contraction
2008-10-31,-0.16518677189581554,-0.01941019482113371,-0.008628400779784884,contraction
2008-11-30,-0.06960606285206028,0.03353801309893756,0.0775384062648814,contraction
2008-12-31,0.009795723181849736,0.13814286736427084,0.05156138461589843,contraction
2009-01-31,-0.08211381239206561,-0.018003472446332047,-0.03887158596422324,contraction
2009-02-28,-0.10744895220371997,-0.052038438420279665,-0.00734848103367769,contraction
2009-03-31,0.08331024568427425,0.004718871492272569,0.03313608153814229,contraction
2009-04-30,0.09934619792648491,0.02776598676110531,-0.027452197230863562,contraction
2009-05-31,0.058453500889706245,0.02316879088879631,-0.02077189067367846,recovery
2009-06-30,-0.0006549661101696858,0.02891431884907103,-0.0055723423547320294,recovery
2009-07-31,0.0746058398377012,0.04632632505710288,0.008316972766676756,recovery
2009-08-31,0.03693959445097739,0.013100469688244631,0.007634601281277353,recovery
2009-09-30,0.03545743243045685,0.0175886332966948,0.011242193107557474,recovery
2009-10-31,-0.01922575263488524,-0.004970561203227697,-0.0013778363353927903,recovery
2009-11-30,0.061607066610247285,0.01952471525367505,0.02017116793365603,recovery
2009-12-31,0.01910080380244561,-0.020672756351971078,-0.04402778920360606,recovery
2010-01-31,-0.03634249131890954,0.012481579793122588,0.023702021493283043,recovery
2010-02-28,0.031194705047879134,0.005067035945035991,0.0033187448111733353,recovery
2010-03-31,0.06087994842806177,0.006518612165385518,-0.010568848747999238,recovery
2010-04-30,0.015470011588606836,0.019078566384036932,0.016527286232943528,recovery
2010-05-31,-0.079454709730997,-0.013083772591349074,0.029332342337754502,recovery
2010-06-30,-0.05174099372190899,0.03278642114953567,0.030482797388191596,contraction
2010-07-31,0.06830072645020757,0.02110670841815865,0.00909605349297693,recovery
2010-08-31,-0.04498058187306864,0.02855341219061014,0.0335598409832214,recovery
2010-09-30,0.08955487402095841,0.00456599942197955,-2.9663522399636655e-05,recovery
2010-10-31,0.038202091400301175,-0.0026271270646583966,-7.153188660391496e-05,recovery
2010-11-30,-3.3306690738754696e-16,-0.016153447115290764,-0.008981614692371132,expansion
2010-12-31,0.06685220275725245,-0.0075208267343865876,-0.034308863369160836,expansion
2011-01-31,0.023300151098365474,0.00036891135652417084,-0.00021294917606096142,expansion
2011-02-28,0.0347372736949636,0.010800066092198746,-0.002084733248715942,expansion
2011-03-31,0.0001203369784830155,-0.005404254054429014,-0.001545306118377665,expansion
2011-04-30,0.02896125433548602,0.025043735509465703,0.018412410306953397,expansion
2011-05-31,-0.01121459744731712,0.012695311365363393,0.025056563976053825,expansion
2011-06-30,-0.016869706015887886,-0.00797208591337406,-0.005044779119188214,recovery
2011-07-31,-0.020004618084889403,0.0243018019675596,0.03169539856147807,contraction
2011-08-31,-0.05497540568679948,0.0034030590579678943,0.046514155348263975,contraction
2011-09-30,-0.06942085392309161,0.0035118174755119913,0.022370055408675427,contraction
2011-10-31,0.10914711454063464,0.025095681452248053,-0.012864994893906134,contraction
2011-11-30,-0.004063709624313128,-0.031566969279583024,0.005798505608427762,contraction
2011-12-31,0.010448507111519012,0.03488238245972908,0.01987724526316703,recovery
2012-01-31,0.0463746265275069,0.021448951752807144,0.008619549760281897,recovery
2012-02-29,0.0434055019627142,0.016328399250941095,-0.010998616851516041,expansion
2012-03-31,0.0321633996877686,-0.014211748864599305,-0.015912529392548724,expansion
2012-04-30,-0.0066755578332071686,0.010821104955351935,0.025091755225642443,expansion
2012-05-31,-0.060055655910042804,0.007572566835230221,0.02869517428497015,contraction
2012-06-30,0.040580808015444836,0.008714666844368946,-0.004142563057932702,recovery
2012-07-31,0.01182974083726962,0.03482997103251506,0.014011035740759015,recovery
2012-08-31,0.02505297573355958,-0.0005370687319385947,-0.001172936075883979,recovery
2012-09-30,0.025350340060825705,0.011000906271523059,-0.0034820708340183026,recovery
2012-10-31,-0.018197985443015097,0.013460683992029265,-0.0039599353796443415,recovery
2012-11-30,0.005659810994196546,-0.007234374902594709,0.009790930850349655,recovery
2012-12-31,0.00893430982780652,-0.0033051791336226044,-0.009403540128064436,expansion
2013-01-31,0.051190269192755045,-0.012976640499059888,-0.012931583167469785,expansion
2013-02-28,0.01275889546126363,0.010760826252002698,0.011325224170979142,expansion
2013-03-31,0.03797109152414779,-0.0004674035421990963,0.0028681237430630002,expansion
2013-04-30,0.019212640474703946,0.021735447552086784,0.01525222166928386,expansion
2013-05-31,0.02360944767056372,-0.03217668897825443,-0.031049481282019453,expansion
2013-06-30,-0.01334455449622296,-0.03267498336760244,-0.02546191960561206,expansion
2013-07-31,0.05167702928926898,0.011060631122417952,-0.003526061571326178,expansion
2013-08-31,-0.029992633101407873,-0.009983612156867605,-0.014226402998078091,slowdown
2013-09-30,0.03164631169429444,0.007419108257198603,0.018462533643668122,expansion
2013-10-31,0.04630719587744103,0.01808114859688792,0.007777427923265634,expansion
2013-11-30,0.02963742415267201,-0.0013930784487810044,-0.00876268311893269,expansion
2013-12-31,0.025926369466746202,0.002148906085496005,-0.020906776571109953,expansion
2014-01-31,-0.03524821218294705,0.01882781610650075,0.030632588323089793,slowdown
