DATE,Return
2003-01,0.0241285714285714
2003-02,0.0226263157894736
2003-03,0.0219380952380952
2003-04,0.0232190476190476
2003-05,0.0198333333333333
2003-06,0.0190333333333333
2003-07,0.0253272727272727
2003-08,0.0299333333333333
2003-09,0.0278904761904761
2003-10,0.0280954545454545
2003-11,0.0285611111111111
2003-12,0.0287590909090909
2004-01,0.02746
2004-02,0.0264052631578947
2004-03,0.0235260869565217
2004-04,0.0293428571428571
2004-05,0.032735
2004-06,0.0306428571428571
2004-07,0.0275428571428571
2004-08,0.0240090909090909
2004-09,0.0207
2004-10,0.019535
2004-11,0.017745
2004-12,0.01705
2005-01,0.016025
2005-02,0.0138631578947368
2005-03,0.0153181818181818
2005-04,0.0132142857142857
2005-05,0.010395238095238
2005-06,0.0082409090909091
2005-07,0.0077049999999999
2005-08,0.006595652173913
2005-09,0.0058619047619047
2005-10,0.005895
2005-11,0.0050749999999999
2005-12,0.0044285714285714
2006-01,0.0002899999999999
2006-02,0.0002473684210526
2006-03,0.0008608695652173
2006-04,0.0021368421052631
2006-05,0.0019590909090909
2006-06,0.0015772727272727
2006-07,-0.00028
2006-08,-0.0026173913043478
2006-09,-0.0025399999999999
2006-10,-0.0035619047619047
2006-11,-0.0049142857142857
2006-12,-0.0043749999999999
2007-01,-0.0035285714285714
2007-02,-0.0045210526315789
2007-03,-0.0058136363636363
2007-04,-0.0039
2007-05,-0.0018227272727272
2007-06,0.0031190476190476
2007-07,-0.0002809523809523
2007-08,0.0020999999999999
2007-09,0.0033578947368421
2007-10,0.003290909090909
2007-11,0.0051149999999999
2007-12,0.0067649999999999
2008-01,0.0048714285714285
2008-02,0.0103549999999999
2008-03,0.016485
2008-04,0.0188181818181818
2008-05,0.0169571428571428
2008-06,0.0184333333333333
2008-07,0.0194090909090909
2008-08,0.0170619047619047
2008-09,0.0210190476190476
2008-10,0.0250090909090909
2008-11,0.02625
2008-12,0.0185863636363636
2009-01,0.018485
2009-02,0.020078947368421
2009-03,0.0220181818181818
2009-04,0.0230714285714285
2009-05,0.026335
2009-06,0.0318636363636363
2009-07,0.0295454545454545
2009-08,0.0304190476190476
2009-09,0.0289333333333333
2009-10,0.0288904761904761
2009-11,0.0286947368421052
2009-12,0.0302
2010-01,0.0314736842105263
2010-02,0.0301368421052631
2010-03,0.0301130434782608
2010-04,0.0311954545454545
2010-05,0.0270099999999999
2010-06,0.0253227272727272
2010-07,0.0227666666666666
2010-08,0.0194545454545454
2010-09,0.018995238095238
2010-10,0.01717
2010-11,0.018805
2010-12,0.0251681818181818
2011-01,0.025715
2011-02,0.0282947368421052
2011-03,0.0269869565217391
2011-04,0.027785
2011-05,0.0247285714285714
2011-06,0.0224954545454545
2011-07,0.022395
2011-08,0.0160478260869565
2011-09,0.0140571428571428
2011-10,0.016
2011-11,0.01438
2011-12,0.0141761904761904
